WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
6,Hua Hin,Thailand Open,1/02/2023,WTA250,Outdoor,Hard,2nd Round,3,Zhu L.,Jang S.,54,149,955,417,6,4,7,6,,,2,0,Completed,1.2,4.5,1.25,4.38,1.26,4.5,1.23,4.11
6,Hua Hin,Thailand Open,1/02/2023,WTA250,Outdoor,Hard,2nd Round,3,Wang Xin.,Bjorklund M.,81,153,768,408,6,3,6,3,,,2,0,Completed,1.36,3.2,1.43,3.03,1.46,3.2,1.39,2.94
6,Hua Hin,Thailand Open,1/02/2023,WTA250,Outdoor,Hard,2nd Round,3,Zidansek T.,Fruhvirtova L.,132,51,497,978,6,3,4,6,6,4,2,1,Completed,3,1.4,3.27,1.37,3.27,1.4,3.04,1.37
6,Hua Hin,Thailand Open,1/02/2023,WTA250,Outdoor,Hard,2nd Round,3,Tsurenko L.,Kalinskaya A.,136,53,473,956,6,0,6,7,6,4,2,1,Completed,2.5,1.53,2.7,1.52,2.7,1.55,2.55,1.5
6,Hua Hin,Thailand Open,2/02/2023,WTA250,Outdoor,Hard,2nd Round,3,Kostyuk M.,Hibino N.,60,139,915,451,6,3,7,6,,,2,0,Completed,1.29,3.75,1.3,3.88,1.35,3.88,1.29,3.51
6,Hua Hin,Thailand Open,2/02/2023,WTA250,Outdoor,Hard,2nd Round,3,Watson H.,Han N.L.,160,176,389,376,6,3,5,7,6,4,2,1,Completed,1.53,2.5,1.51,2.72,1.54,2.88,1.5,2.56
6,Hua Hin,Thailand Open,2/02/2023,WTA250,Outdoor,Hard,2nd Round,3,Maria T.,Yastremska D.,63,103,884,611,6,0,6,4,,,2,0,Completed,1.57,2.38,1.57,2.54,1.61,2.55,1.55,2.4
6,Hua Hin,Thailand Open,2/02/2023,WTA250,Outdoor,Hard,2nd Round,3,Andreescu B.,Zakharova A.,42,186,1191,358,6,2,7,5,,,2,0,Completed,1.07,9,1.09,9.63,1.1,9.63,1.08,7.86
6,Hua Hin,Thailand Open,3/02/2023,WTA250,Outdoor,Hard,Quarterfinals,3,Wang Xin.,Watson H.,81,160,768,389,6,3,6,7,6,4,2,1,Completed,1.4,3,1.43,3.08,1.47,3.15,1.4,2.88
6,Hua Hin,Thailand Open,3/02/2023,WTA250,Outdoor,Hard,Quarterfinals,3,Zhu L.,Zidansek T.,54,132,955,497,6,2,6,2,,,2,0,Completed,1.67,2.2,1.75,2.21,1.75,2.24,1.68,2.15
6,Hua Hin,Thailand Open,3/02/2023,WTA250,Outdoor,Hard,Quarterfinals,3,Tsurenko L.,Maria T.,136,63,473,884,6,1,6,1,,,2,0,Completed,1.8,2,1.82,2.11,1.88,2.11,1.79,2
6,Hua Hin,Thailand Open,3/02/2023,WTA250,Outdoor,Hard,Quarterfinals,3,Andreescu B.,Kostyuk M.,42,60,1191,915,6,0,7,6,,,2,0,Completed,1.57,2.38,1.57,2.58,1.62,2.58,1.57,2.35
6,Hua Hin,Thailand Open,4/02/2023,WTA250,Outdoor,Hard,Semifinals,3,Zhu L.,Wang Xin.,54,81,955,768,6,2,6,4,,,2,0,Completed,1.57,2.38,1.63,2.45,1.63,2.67,1.55,2.41
6,Hua Hin,Thailand Open,4/02/2023,WTA250,Outdoor,Hard,Semifinals,3,Tsurenko L.,Andreescu B.,136,42,473,1191,7,5,4,0,,,1,0,Retired,3.4,1.33,3.51,1.35,3.51,1.35,3.27,1.33
6,Hua Hin,Thailand Open,5/02/2023,WTA250,Outdoor,Hard,The Final,3,Zhu L.,Tsurenko L.,54,136,955,473,6,4,6,4,,,2,0,Completed,1.8,2,1.88,2.02,1.9,2.1,1.81,1.97
7,Lyon,Lyon Open,30/01/2023,WTA250,Indoor,Hard,1st Round,3,Zanevska M.,Galfi D.,93,91,702,705,6,1,7,6,,,2,0,Completed,1.29,3.75,1.3,3.91,1.3,4.2,1.27,3.68
7,Lyon,Lyon Open,30/01/2023,WTA250,Indoor,Hard,1st Round,3,Sherif M.,Konjuh A.,50,142,991,440,6,2,3,2,,,1,0,Retired,1.33,3.4,1.45,2.95,1.45,3.45,1.39,2.97
7,Lyon,Lyon Open,30/01/2023,WTA250,Indoor,Hard,1st Round,3,Osorio M.,Cornet A.,73,58,804,927,6,4,4,6,6,1,2,1,Completed,2.38,1.57,2.57,1.56,2.72,1.59,2.47,1.53
7,Lyon,Lyon Open,30/01/2023,WTA250,Indoor,Hard,1st Round,3,Potapova A.,Bassols M.,43,124,1139,527,4,6,6,1,6,2,2,1,Completed,1.36,3.2,1.38,3.28,1.38,3.45,1.34,3.2
7,Lyon,Lyon Open,30/01/2023,WTA250,Indoor,Hard,1st Round,3,Noskova L.,Muguruza G.,56,82,949,764,6,1,6,4,,,2,0,Completed,1.57,2.38,1.55,2.62,1.59,2.62,1.55,2.42
7,Lyon,Lyon Open,30/01/2023,WTA250,Indoor,Hard,1st Round,3,Martic P.,Mladenovic K.,36,145,1297,436,3,6,6,3,7,5,2,1,Completed,1.3,3.5,1.36,3.43,1.37,3.89,1.33,3.31
7,Lyon,Lyon Open,30/01/2023,WTA250,Indoor,Hard,1st Round,3,Niemeier J.,Danilovic O.,71,141,825,443,7,5,2,6,6,3,2,1,Completed,1.53,2.5,1.61,2.46,1.62,2.5,1.56,2.41
7,Lyon,Lyon Open,31/01/2023,WTA250,Indoor,Hard,1st Round,3,Andreeva E.,Blinkova A.,134,64,484,884,6,7,6,4,4,0,1,1,Retired,2.3,1.62,2.34,1.66,2.45,1.66,2.3,1.6
7,Lyon,Lyon Open,31/01/2023,WTA250,Indoor,Hard,1st Round,3,Bondar A.,Parrizas Diaz N.,72,75,816,790,6,4,6,4,,,2,0,Completed,2.3,1.62,2.33,1.67,2.35,1.71,2.26,1.63
7,Lyon,Lyon Open,31/01/2023,WTA250,Indoor,Hard,1st Round,3,Parks A.,Grabher J.,79,89,777,724,6,3,5,7,6,4,2,1,Completed,1.17,5,1.2,5.09,1.2,6.5,1.17,4.9
7,Lyon,Lyon Open,31/01/2023,WTA250,Indoor,Hard,1st Round,3,Kovinic D.,Golubic V.,67,85,846,744,6,1,6,4,,,2,0,Completed,2.5,1.53,2.56,1.57,2.58,1.62,2.46,1.53
7,Lyon,Lyon Open,31/01/2023,WTA250,Indoor,Hard,1st Round,3,Zhang S.,Brengle M.,23,80,1710,771,6,3,6,2,,,2,0,Completed,1.44,2.75,1.44,2.98,1.5,3.3,1.42,2.84
7,Lyon,Lyon Open,31/01/2023,WTA250,Indoor,Hard,1st Round,3,Garcia C.,Martincova T.,5,87,4645,740,6,4,7,6,,,2,0,Completed,1.13,6,1.15,6.24,1.17,6.24,1.14,5.57
7,Lyon,Lyon Open,31/01/2023,WTA250,Indoor,Hard,1st Round,3,Burel C.,Bogdan A.,107,68,599,840,7,5,6,4,,,2,0,Completed,2.5,1.53,2.54,1.57,2.63,1.62,2.43,1.55
7,Lyon,Lyon Open,1/02/2023,WTA250,Indoor,Hard,1st Round,3,Paolini J.,Masarova R.,66,100,867,652,6,3,6,2,,,2,0,Completed,2.2,1.67,2.29,1.68,2.29,1.68,2.21,1.65
7,Lyon,Lyon Open,1/02/2023,WTA250,Indoor,Hard,1st Round,3,Van Uytvanck A.,Korpatsch T.,76,78,786,784,6,2,6,4,,,2,0,Completed,1.22,4.33,1.26,4.29,1.28,4.5,1.23,4.08
7,Lyon,Lyon Open,1/02/2023,WTA250,Indoor,Hard,2nd Round,3,Parks A.,Martic P.,79,36,777,1297,2,6,7,6,6,2,2,1,Completed,2,1.8,2,1.89,2.04,1.95,1.94,1.85
7,Lyon,Lyon Open,1/02/2023,WTA250,Indoor,Hard,2nd Round,3,Osorio M.,Niemeier J.,73,71,804,825,7,6,7,5,,,2,0,Completed,2.2,1.67,2.14,1.78,2.25,1.78,2.15,1.69
7,Lyon,Lyon Open,1/02/2023,WTA250,Indoor,Hard,2nd Round,3,Noskova L.,Sherif M.,56,50,949,991,6,3,6,2,,,2,0,Completed,1.17,5,1.2,5.2,1.2,5.5,1.18,4.79
7,Lyon,Lyon Open,2/02/2023,WTA250,Indoor,Hard,2nd Round,3,Kovinic D.,Bondar A.,67,72,846,816,4,6,6,2,6,3,2,1,Completed,1.67,2.2,1.72,2.23,1.72,2.34,1.65,2.22
7,Lyon,Lyon Open,2/02/2023,WTA250,Indoor,Hard,2nd Round,3,Potapova A.,Burel C.,43,107,1139,599,6,4,4,6,6,3,2,1,Completed,1.57,2.38,1.59,2.5,1.65,2.6,1.56,2.39
7,Lyon,Lyon Open,2/02/2023,WTA250,Indoor,Hard,2nd Round,3,Zanevska M.,Zhang S.,93,23,702,1710,6,2,6,0,,,2,0,Completed,2.3,1.62,2.44,1.62,2.53,1.67,2.31,1.6
7,Lyon,Lyon Open,2/02/2023,WTA250,Indoor,Hard,2nd Round,3,Garcia C.,Van Uytvanck A.,5,76,4645,786,2,6,6,0,6,1,2,1,Completed,1.25,4,1.26,4.21,1.29,4.21,1.26,3.79
7,Lyon,Lyon Open,2/02/2023,WTA250,Indoor,Hard,2nd Round,3,Paolini J.,Andreeva E.,66,134,867,484,6,2,6,3,,,2,0,Completed,1.53,2.5,1.57,2.55,1.64,2.6,1.55,2.43
7,Lyon,Lyon Open,3/02/2023,WTA250,Indoor,Hard,Quarterfinals,3,Parks A.,Kovinic D.,79,67,777,846,7,5,6,2,,,2,0,Completed,1.57,2.38,1.67,2.35,1.67,2.45,1.61,2.29
7,Lyon,Lyon Open,3/02/2023,WTA250,Indoor,Hard,Quarterfinals,3,Zanevska M.,Potapova A.,93,43,702,1139,3,6,6,1,6,2,2,1,Completed,1.53,2.5,1.68,2.33,1.68,2.5,1.6,2.31
7,Lyon,Lyon Open,3/02/2023,WTA250,Indoor,Hard,Quarterfinals,3,Garcia C.,Paolini J.,5,66,4645,867,7,5,7,5,,,2,0,Completed,1.17,5,1.16,6.32,1.19,6.32,1.16,5.07
7,Lyon,Lyon Open,3/02/2023,WTA250,Indoor,Hard,Quarterfinals,3,Osorio M.,Noskova L.,73,56,804,949,6,4,7,6,,,2,0,Completed,4,1.25,3.6,1.34,4,1.34,3.68,1.27
7,Lyon,Lyon Open,4/02/2023,WTA250,Indoor,Hard,Semifinals,3,Parks A.,Zanevska M.,79,93,777,702,6,3,7,6,,,2,0,Completed,1.8,2,1.82,2.11,1.83,2.19,1.77,2.04
7,Lyon,Lyon Open,4/02/2023,WTA250,Indoor,Hard,Semifinals,3,Garcia C.,Osorio M.,5,73,4645,804,6,2,6,2,,,2,0,Completed,1.25,4,1.22,4.96,1.29,4.96,1.23,4.08
7,Lyon,Lyon Open,5/02/2023,WTA250,Indoor,Hard,The Final,3,Parks A.,Garcia C.,79,5,777,4645,7,6,7,5,,,2,0,Completed,4.33,1.22,4.38,1.26,4.4,1.28,4.09,1.23
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,6/02/2023,WTA500,Outdoor,Hard,1st Round,3,Mertens E.,Trevisan M.,32,25,1339,1572,6,0,6,2,,,2,0,Completed,1.29,3.75,1.28,4.06,1.29,4.12,1.26,3.77
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,6/02/2023,WTA500,Outdoor,Hard,1st Round,3,Kontaveit A.,Zhang S.,18,23,1909,1710,4,6,7,6,6,4,2,1,Completed,1.5,2.63,1.56,2.58,1.56,2.65,1.5,2.54
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,6/02/2023,WTA500,Outdoor,Hard,1st Round,3,Kostyuk M.,Cirstea S.,57,63,960,906,6,2,1,6,6,2,2,1,Completed,1.57,2.38,1.62,2.43,1.7,2.51,1.58,2.35
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,6/02/2023,WTA500,Outdoor,Hard,1st Round,3,Ostapenko J.,Collins D.,12,42,2340,1218,7,5,1,6,7,5,2,1,Completed,2.2,1.67,2.17,1.76,2.32,1.76,2.16,1.68
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,7/02/2023,WTA500,Outdoor,Hard,1st Round,3,Zheng Q.,Marino R.,29,74,1415,829,6,3,6,3,,,2,0,Completed,1.3,3.5,1.34,3.56,1.36,3.94,1.3,3.44
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,7/02/2023,WTA500,Outdoor,Hard,1st Round,3,Haddad Maia B.,Bouzkova M.,14,26,2195,1521,4,6,6,3,6,0,2,1,Completed,1.8,2,1.8,2.11,1.85,2.11,1.77,2.01
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,7/02/2023,WTA500,Outdoor,Hard,1st Round,3,Rogers S.,Fernandez L.A.,46,39,1062,1258,6,4,6,7,6,1,2,1,Completed,2.38,1.57,2.48,1.6,2.6,1.62,2.41,1.55
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,7/02/2023,WTA500,Outdoor,Hard,1st Round,3,Samsonova L.,Liu C.,19,56,1905,972,0,6,6,2,6,0,2,1,Completed,1.3,3.5,1.33,3.51,1.35,3.85,1.3,3.43
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,7/02/2023,WTA500,Outdoor,Hard,1st Round,3,Teichmann J.,Yastremska D.,28,102,1429,640,6,3,7,6,,,2,0,Completed,1.67,2.2,1.64,2.39,1.76,2.39,1.64,2.22
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,7/02/2023,WTA500,Outdoor,Hard,1st Round,3,Pliskova Ka.,Bonaventure Y.,20,96,1880,684,6,1,6,3,,,2,0,Completed,1.22,4.33,1.23,4.57,1.25,4.81,1.21,4.25
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,7/02/2023,WTA500,Outdoor,Hard,1st Round,3,Putintseva Y.,Andreescu B.,45,37,1114,1301,7,6,6,2,,,2,0,Completed,2.3,1.62,2.54,1.57,2.61,1.63,2.38,1.56
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,7/02/2023,WTA500,Outdoor,Hard,1st Round,3,Krejcikova B.,Ruse E.G.,30,148,1410,436,6,1,6,4,,,2,0,Completed,1.17,5,1.21,4.88,1.21,5.5,1.18,4.76
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,8/02/2023,WTA500,Outdoor,Hard,2nd Round,3,Zheng Q.,Ostapenko J.,29,12,1415,2340,7,6,6,1,,,2,0,Completed,1.73,2.1,1.76,2.18,1.77,2.25,1.71,2.11
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,8/02/2023,WTA500,Outdoor,Hard,2nd Round,3,Kudermetova V.,Mertens E.,11,32,2740,1339,6,1,7,5,,,2,0,Completed,1.67,2.2,1.64,2.38,1.68,2.4,1.62,2.26
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,8/02/2023,WTA500,Outdoor,Hard,2nd Round,3,Bencic B.,Kostyuk M.,9,57,2905,960,6,4,7,5,,,2,0,Completed,1.33,3.4,1.36,3.4,1.36,3.4,1.34,3.21
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,8/02/2023,WTA500,Outdoor,Hard,2nd Round,3,Rogers S.,Kontaveit A.,46,18,1062,1909,4,6,6,3,4,1,1,1,Retired,2,1.8,2.08,1.82,2.17,1.86,2.02,1.77
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,9/02/2023,WTA500,Outdoor,Hard,2nd Round,3,Samsonova L.,Krejcikova B.,19,30,1905,1410,7,5,7,6,,,2,0,Completed,2,1.8,2.14,1.78,2.14,1.83,2.03,1.77
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,9/02/2023,WTA500,Outdoor,Hard,2nd Round,3,Kasatkina D.,Teichmann J.,8,28,3380,1429,1,6,6,0,6,2,2,1,Completed,1.44,2.75,1.52,2.7,1.54,2.9,1.46,2.67
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,9/02/2023,WTA500,Outdoor,Hard,2nd Round,3,Rybakina E.,Pliskova Ka.,10,20,2815,1880,6,4,6,2,,,2,0,Completed,1.5,2.63,1.51,2.72,1.52,2.85,1.48,2.61
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,9/02/2023,WTA500,Outdoor,Hard,2nd Round,3,Haddad Maia B.,Putintseva Y.,14,45,2195,1114,6,4,6,7,7,6,2,1,Completed,1.5,2.63,1.58,2.51,1.64,2.8,1.53,2.49
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,10/02/2023,WTA500,Outdoor,Hard,Quarterfinals,3,Bencic B.,Rogers S.,9,46,2905,1062,7,6,6,2,,,2,0,Completed,1.29,3.75,1.33,3.68,1.33,3.94,1.29,3.5
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,10/02/2023,WTA500,Outdoor,Hard,Quarterfinals,3,Zheng Q.,Kasatkina D.,29,8,1415,3380,6,1,6,2,,,2,0,Completed,1.73,2.1,1.66,2.36,1.79,2.36,1.66,2.2
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,10/02/2023,WTA500,Outdoor,Hard,Quarterfinals,3,Haddad Maia B.,Rybakina E.,14,10,2195,2815,3,6,6,3,6,2,2,1,Completed,4.33,1.22,4.66,1.24,4.8,1.32,4.11,1.23
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,10/02/2023,WTA500,Outdoor,Hard,Quarterfinals,3,Samsonova L.,Kudermetova V.,19,11,1905,2740,6,3,6,3,,,2,0,Completed,2.2,1.67,2.24,1.73,2.31,1.73,2.21,1.64
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,11/02/2023,WTA500,Outdoor,Hard,Semifinals,3,Bencic B.,Haddad Maia B.,9,14,2905,2195,6,2,6,3,,,2,0,Completed,1.44,2.75,1.45,2.97,1.48,3.03,1.42,2.8
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,11/02/2023,WTA500,Outdoor,Hard,Semifinals,3,Samsonova L.,Zheng Q.,19,29,1905,1415,6,4,1,6,6,4,2,1,Completed,2,1.8,1.97,1.93,2.05,1.93,1.98,1.81
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,12/02/2023,WTA500,Outdoor,Hard,The Final,3,Bencic B.,Samsonova L.,9,19,2905,1905,1,6,7,6,6,4,2,1,Completed,1.62,2.3,1.68,2.33,1.68,2.35,1.62,2.27
9,Linz,Ladies Linz Open,6/02/2023,WTA250,Indoor,Hard,1st Round,3,Niemeier J.,Kenin S.,71,209,853,323,2,6,6,3,6,4,2,1,Completed,2.2,1.67,2.2,1.74,2.32,1.74,2.16,1.68
9,Linz,Ladies Linz Open,7/02/2023,WTA250,Indoor,Hard,1st Round,3,Van Uytvanck A.,Noskova L.,76,50,815,1009,7,6,6,2,,,2,0,Completed,2.75,1.44,2.59,1.56,2.85,1.57,2.56,1.5
9,Linz,Ladies Linz Open,7/02/2023,WTA250,Indoor,Hard,1st Round,3,Lys E.,Rakhimova K.,126,115,539,565,6,4,7,6,,,2,0,Completed,1.62,2.3,1.68,2.29,1.68,2.4,1.63,2.25
9,Linz,Ladies Linz Open,7/02/2023,WTA250,Indoor,Hard,1st Round,3,Vondrousova M.,Tomova V.,89,101,732,652,6,3,6,3,,,2,0,Completed,1.08,8,1.08,9.74,1.1,9.94,1.07,8.12
9,Linz,Ladies Linz Open,7/02/2023,WTA250,Indoor,Hard,1st Round,3,Masarova R.,Alexandrova E.,99,17,658,2030,4,6,6,1,7,6,2,1,Completed,2.75,1.44,2.9,1.46,2.92,1.46,2.78,1.43
9,Linz,Ladies Linz Open,7/02/2023,WTA250,Indoor,Hard,1st Round,3,Martic P.,Bassols M.,34,128,1325,536,6,1,7,5,,,2,0,Completed,1.29,3.75,1.3,3.81,1.3,3.85,1.28,3.6
9,Linz,Ladies Linz Open,7/02/2023,WTA250,Indoor,Hard,1st Round,3,Potapova A.,Bronzetti L.,44,66,1179,896,2,6,6,3,6,4,2,1,Completed,1.4,3,1.41,3.11,1.42,3.21,1.38,2.97
9,Linz,Ladies Linz Open,7/02/2023,WTA250,Indoor,Hard,1st Round,3,Galfi D.,Pera B.,92,43,705,1205,6,2,7,6,,,2,0,Completed,5,1.17,5.13,1.2,5.13,1.2,4.79,1.18
9,Linz,Ladies Linz Open,7/02/2023,WTA250,Indoor,Hard,1st Round,3,Giorgi C.,Cristian J.,73,193,836,340,6,1,6,2,,,2,0,Completed,1.29,3.75,1.32,3.7,1.32,3.76,1.29,3.51
9,Linz,Ladies Linz Open,7/02/2023,WTA250,Indoor,Hard,1st Round,3,Gracheva V.,Blinkova A.,84,67,750,884,7,5,7,5,,,2,0,Completed,2.63,1.5,2.55,1.57,2.63,1.57,2.47,1.53
9,Linz,Ladies Linz Open,7/02/2023,WTA250,Indoor,Hard,1st Round,3,Sakkari M.,Parrizas Diaz N.,7,79,3811,790,6,1,7,6,,,2,0,Completed,1.2,4.5,1.23,4.56,1.25,4.85,1.21,4.28
9,Linz,Ladies Linz Open,7/02/2023,WTA250,Indoor,Hard,1st Round,3,Vekic D.,Korpatsch T.,33,81,1326,784,7,6,6,1,,,2,0,Completed,1.11,6.5,1.13,7.16,1.14,7.16,1.11,6.23
9,Linz,Ladies Linz Open,8/02/2023,WTA250,Indoor,Hard,1st Round,3,Kalinina A.,Parks A.,31,51,1347,1009,6,2,7,5,,,2,0,Completed,1.91,1.91,1.9,1.99,1.95,2.01,1.88,1.9
9,Linz,Ladies Linz Open,8/02/2023,WTA250,Indoor,Hard,1st Round,3,Friedsam A.L.,Errani S.,124,106,542,614,6,2,6,4,,,2,0,Completed,1.22,4.33,1.28,4.03,1.3,4.65,1.24,3.93
9,Linz,Ladies Linz Open,8/02/2023,WTA250,Indoor,Hard,1st Round,3,Tauson C.,Begu I.,141,27,460,1472,6,1,6,2,,,2,0,Completed,1.91,1.91,1.87,2.03,1.97,2.03,1.88,1.91
9,Linz,Ladies Linz Open,8/02/2023,WTA250,Indoor,Hard,1st Round,3,Brengle M.,Grabher J.,82,90,771,724,7,6,6,2,,,2,0,Completed,1.62,2.3,1.51,2.74,1.68,2.74,1.55,2.42
9,Linz,Ladies Linz Open,8/02/2023,WTA250,Indoor,Hard,2nd Round,3,Vondrousova M.,Masarova R.,89,99,732,658,6,1,6,1,,,2,0,Completed,1.29,3.75,1.33,3.57,1.33,8,1.3,3.56
9,Linz,Ladies Linz Open,8/02/2023,WTA250,Indoor,Hard,2nd Round,3,Sakkari M.,Gracheva V.,7,84,3811,750,6,4,6,2,,,2,0,Completed,1.22,4.33,1.23,4.62,1.23,4.75,1.21,4.32
9,Linz,Ladies Linz Open,8/02/2023,WTA250,Indoor,Hard,2nd Round,3,Potapova A.,Niemeier J.,44,71,1179,853,7,5,3,6,6,3,2,1,Completed,2,1.8,2.19,1.75,2.19,1.86,2.06,1.75
9,Linz,Ladies Linz Open,9/02/2023,WTA250,Indoor,Hard,2nd Round,3,Galfi D.,Lys E.,92,126,705,539,6,4,3,6,6,3,2,1,Completed,2.5,1.53,2.68,1.52,2.7,1.57,2.49,1.52
9,Linz,Ladies Linz Open,9/02/2023,WTA250,Indoor,Hard,2nd Round,3,Friedsam A.L.,Kalinina A.,124,31,542,1347,6,3,7,5,,,2,0,Completed,3.5,1.3,4,1.28,4.04,1.33,3.46,1.3
9,Linz,Ladies Linz Open,9/02/2023,WTA250,Indoor,Hard,2nd Round,3,Vekic D.,Brengle M.,33,82,1326,771,6,3,6,1,,,2,0,Completed,1.2,4.5,1.21,4.92,1.23,5.36,1.2,4.35
9,Linz,Ladies Linz Open,9/02/2023,WTA250,Indoor,Hard,2nd Round,3,Tauson C.,Giorgi C.,141,73,460,836,1,6,6,3,6,4,2,1,Completed,1.91,1.91,1.89,2,1.94,2.2,1.84,1.94
9,Linz,Ladies Linz Open,9/02/2023,WTA250,Indoor,Hard,2nd Round,3,Martic P.,Van Uytvanck A.,34,76,1325,815,6,4,6,7,7,6,2,1,Completed,1.8,2,1.91,1.98,2,2,1.85,1.93
9,Linz,Ladies Linz Open,10/02/2023,WTA250,Indoor,Hard,Quarterfinals,3,Vondrousova M.,Galfi D.,89,92,732,705,4,1,,,,,0,0,Retired,1.11,6.5,1.14,6.96,1.15,7,1.11,6.21
9,Linz,Ladies Linz Open,10/02/2023,WTA250,Indoor,Hard,Quarterfinals,3,Potapova A.,Friedsam A.L.,44,124,1179,542,2,6,6,4,6,1,2,1,Completed,1.57,2.38,1.63,2.43,1.64,2.45,1.59,2.33
9,Linz,Ladies Linz Open,10/02/2023,WTA250,Indoor,Hard,Quarterfinals,3,Sakkari M.,Vekic D.,7,33,3811,1326,6,3,7,6,,,2,0,Completed,1.8,2,1.84,2.08,1.87,2.15,1.78,2.01
9,Linz,Ladies Linz Open,10/02/2023,WTA250,Indoor,Hard,Quarterfinals,3,Martic P.,Tauson C.,34,141,1325,460,6,4,7,5,,,2,0,Completed,2.2,1.67,2.13,1.8,2.45,1.8,2.2,1.65
9,Linz,Ladies Linz Open,11/02/2023,WTA250,Indoor,Hard,Semifinals,3,Potapova A.,Vondrousova M.,44,89,1179,732,6,1,6,7,6,3,2,1,Completed,4,1.25,4.02,1.29,4.12,1.31,3.72,1.27
9,Linz,Ladies Linz Open,11/02/2023,WTA250,Indoor,Hard,Semifinals,3,Martic P.,Sakkari M.,34,7,1325,3811,3,6,6,3,6,4,2,1,Completed,3,1.4,3.2,1.4,3.21,1.45,2.98,1.38
9,Linz,Ladies Linz Open,12/02/2023,WTA250,Indoor,Hard,The Final,3,Potapova A.,Martic P.,44,34,1179,1325,6,3,6,1,,,2,0,Completed,2.1,1.73,2.07,1.85,2.1,1.85,2.02,1.78
10,Doha,Qatar Open,13/02/2023,WTA500,Outdoor,Hard,1st Round,3,Muchova K.,Trevisan M.,123,25,546,1558,6,2,6,2,,,2,0,Completed,1.22,4.33,1.22,4.74,1.23,5.25,1.2,4.36
10,Doha,Qatar Open,13/02/2023,WTA500,Outdoor,Hard,1st Round,3,Kudermetova V.,Krejcikova B.,11,29,2740,1464,6,4,3,6,7,6,2,1,Completed,1.67,2.2,1.81,2.09,1.81,2.25,1.74,2.07
10,Doha,Qatar Open,13/02/2023,WTA500,Outdoor,Hard,1st Round,3,Azarenka V.,Oz I.,17,196,2138,338,6,1,6,1,,,2,0,Completed,1.02,19,1.03,23.19,1.03,23.19,1.02,14.47
10,Doha,Qatar Open,14/02/2023,WTA500,Outdoor,Hard,1st Round,3,Kvitova P.,Zhang S.,13,22,2227,1710,7,5,6,2,,,2,0,Completed,1.4,3,1.45,2.93,1.45,3.16,1.38,2.98
10,Doha,Qatar Open,14/02/2023,WTA500,Outdoor,Hard,1st Round,3,Collins D.,Mertens E.,42,37,1219,1294,6,4,7,6,,,2,0,Completed,1.62,2.3,1.62,2.44,1.66,2.52,1.58,2.35
10,Doha,Qatar Open,14/02/2023,WTA500,Outdoor,Hard,1st Round,3,Ostapenko J.,Keys M.,14,23,2210,1668,7,5,6,2,,,2,0,Completed,2.1,1.73,2.05,1.85,2.25,1.85,2.02,1.78
10,Doha,Qatar Open,14/02/2023,WTA500,Outdoor,Hard,1st Round,3,Kenin S.,Samsonova L.,210,15,323,2209,6,3,6,1,,,2,0,Completed,3.5,1.3,3.35,1.37,3.6,1.37,3.35,1.31
10,Doha,Qatar Open,14/02/2023,WTA500,Outdoor,Hard,1st Round,3,Bencic B.,Tomova V.,9,100,3275,655,6,0,6,1,,,2,0,Completed,1.06,10,1.07,11.15,1.09,12.11,1.06,9.35
10,Doha,Qatar Open,14/02/2023,WTA500,Outdoor,Hard,1st Round,3,Haddad Maia B.,Badosa P.,12,20,2285,1862,7,6,6,3,,,2,0,Completed,1.73,2.1,1.85,2.04,1.85,2.1,1.78,2.02
